urgent_surgeries,location,region,conventional_surgeries,health_centre,period,scheduled_surgeries,ambulatory_surgeries,year,month
985.0,"[40.636332, -8.654388]",Central,1615.0,"Unidade Local de Saúde da Região de Aveiro, EPE",2025-05,5811,4196,2025,5
2690.0,"[40.217426, -8.410075]",Central,5998.0,"Unidade Local de Saúde de Coimbra, EPE",2025-05,20029,14031,2025,5
762.0,"[38.821769, -9.176301]",Lisbon and Tagus Valley,1232.0,"Unidade Local de Saúde de Loures-Odivelas, EPE",2025-05,5870,4638,2025,5
2498.0,"[41.1833, -8.60193]",Northern,9043.0,"Unidade Local de Saúde de São João, EPE",2025-05,25702,16659,2025,5
3706.0,"[38.7169, -9.13654]",Lisbon and Tagus Valley,5946.0,"Unidade Local de Saúde de São José, EPE",2025-05,19206,13260,2025,5
520.0,"[39.605565, -8.404399]",Lisbon and Tagus Valley,1508.0,"Unidade Local de Saúde do Médio Tejo, EPE",2025-05,5041,3533,2025,5
484.0,"[39.822737, -7.499876]",Central,1451.0,"Unidade Local de Saúde Castelo Branco, EPE",2024-06,4279,2828,2024,6
437.0,"[40.2776794433594, -7.0]",Central,1024.0,"Unidade Local de Saúde da Cova da Beira, EPE",2024-06,4257,3233,2024,6
1279.0,"[39.7418, -8.79444]",Central,1714.0,"Unidade Local de Saúde da Região de Leiria, EPE",2024-06,9936,8222,2024,6
1234.0,"[38.67381, -9.17597]",Lisbon and Tagus Valley,2136.0,"Unidade Local de Saúde de Almada-Seixal, EPE",2024-06,10213,8077,2024,6
1136.0,"[41.697519, -8.832517]",Northern,2164.0,"Unidade Local de Saúde do Alto Minho, EPE",2024-06,8016,5852,2024,6
733.0,"[38.0146, -7.86863]",Alentejo,818.0,"Unidade Local de Saúde do Baixo Alentejo, EPE",2024-06,2226,1408,2024,6
320.0,"[40.130297609, -8.8606]",Central,750.0,"Unidade Local de Saúde do Baixo Mondego, EPE",2024-06,4271,3521,2024,6
306.0,"[40.5309943471486, -7.0]",Central,880.0,"Unidade Local de Saúde da Guarda, EPE",2025-06,2288,1408,2025,6
1299.0,"[39.7418, -8.79444]",Central,1840.0,"Unidade Local de Saúde da Região de Leiria, EPE",2025-06,10466,8626,2025,6
1891.0,"[41.562328338623, -8.3]",Northern,4545.0,"Unidade Local de Saúde de Braga, EPE",2025-06,20017,15472,2025,6
1623.0,"[38.7084, -9.21711]",Lisbon and Tagus Valley,3597.0,"Unidade Local de Saúde de Lisboa Ocidental, EPE",2025-06,11313,7716,2025,6
1192.0,"[41.697519, -8.832517]",Northern,2275.0,"Unidade Local de Saúde do Alto Minho, EPE",2025-06,8060,5785,2025,6
665.0,"[38.6527214050293, -9.0]",Lisbon and Tagus Valley,1049.0,"Unidade Local de Saúde do Arco Ribeirinho, EPE",2025-06,3370,2321,2025,6
849.0,"[39.4055519104004, -9.0]",Lisbon and Tagus Valley,961.0,"Unidade Local de Saúde do Oeste, EPE",2025-06,4866,3905,2025,6
1302.0,"[40.636332, -8.654388]",Central,2733.0,"Unidade Local de Saúde da Região de Aveiro, EPE",2024-07,8409,5676,2024,7
1452.0,"[40.9295, -8.54567]",Northern,4111.0,"Unidade Local de Saúde de Entre Douro e Vouga, EPE",2024-07,16195,12084,2024,7
2656.0,"[37.024668, -7.928949]",Algarve,3164.0,"Unidade Local de Saúde do Algarve, EPE",2024-07,10363,7199,2024,7
1234.0,"[41.488574, -8.338685]",Northern,4263.0,"Unidade Local de Saúde do Alto Ave, EPE",2024-07,11265,7002,2024,7
715.0,"[38.6527214050293, -9.0]",Lisbon and Tagus Valley,1483.0,"Unidade Local de Saúde do Arco Ribeirinho, EPE",2024-07,3872,2389,2024,7
775.0,"[39.605565, -8.404399]",Lisbon and Tagus Valley,2336.0,"Unidade Local de Saúde do Médio Tejo, EPE",2024-07,6772,4436,2024,7
1085.0,"[39.4055519104004, -9.0]",Lisbon and Tagus Valley,1307.0,"Unidade Local de Saúde do Oeste, EPE",2024-07,6203,4896,2024,7
582.0,"[39.822737, -7.499876]",Central,1553.0,"Unidade Local de Saúde Castelo Branco, EPE",2025-07,5958,4405,2025,7
804.0,"[39.232503, -8.715083]",Lisbon and Tagus Valley,951.0,"Unidade Local de Saúde da Lezíria, EPE",2025-07,4498,3547,2025,7
654.0,"[41.383183, -8.758784]",Northern,1616.0,"Unidade Local de Saúde da Póvoa de Varzim/Vila do Conde, EPE",2025-07,4668,3052,2025,7
941.0,"[41.181859, -8.663374]",Northern,2078.0,"Unidade Local de Saúde de Matosinhos, EPE",2025-07,10640,8562,2025,7
3947.0,"[38.7500648498535, -9.0]",Lisbon and Tagus Valley,7677.0,"Unidade Local de Saúde de Santa Maria, EPE",2025-07,29263,21586,2025,7
5224.0,"[38.7169, -9.13654]",Lisbon and Tagus Valley,8152.0,"Unidade Local de Saúde de São José, EPE",2025-07,25463,17311,2025,7
1301.0,"[41.310331, -7.760103]",Northern,2940.0,"Unidade Local de Saúde de Trás-os-Montes e Alto Douro, EPE",2025-07,10303,7363,2025,7
2523.0,"[37.024668, -7.928949]",Algarve,2761.0,"Unidade Local de Saúde do Algarve, EPE",2025-07,9038,6277,2025,7
764.0,"[39.605565, -8.404399]",Lisbon and Tagus Valley,2154.0,"Unidade Local de Saúde do Médio Tejo, EPE",2025-07,7044,4890,2025,7
912.0,"[39.232503, -8.715083]",Lisbon and Tagus Valley,1507.0,"Unidade Local de Saúde da Lezíria, EPE",2024-08,5235,3728,2024,8
3886.0,"[41.1833, -8.60193]",Northern,13887.0,"Unidade Local de Saúde de São João, EPE",2024-08,38986,25099,2024,8
3051.0,"[37.024668, -7.928949]",Algarve,3539.0,"Unidade Local de Saúde do Algarve, EPE",2024-08,11608,8069,2024,8
455.0,"[40.130297609, -8.8606]",Central,925.0,"Unidade Local de Saúde do Baixo Mondego, EPE",2024-08,5599,4674,2024,8
889.0,"[39.605565, -8.404399]",Lisbon and Tagus Valley,2604.0,"Unidade Local de Saúde do Médio Tejo, EPE",2024-08,7636,5032,2024,8
1234.0,"[39.4055519104004, -9.0]",Lisbon and Tagus Valley,1488.0,"Unidade Local de Saúde do Oeste, EPE",2024-08,6950,5462,2024,8
2344.0,"[41.562328338623, -8.3]",Northern,6192.0,"Unidade Local de Saúde de Braga, EPE",2025-08,26760,20568,2025,8
1769.0,"[40.9295, -8.54567]",Northern,4926.0,"Unidade Local de Saúde de Entre Douro e Vouga, EPE",2025-08,18181,13255,2025,8
2231.0,"[38.7084, -9.21711]",Lisbon and Tagus Valley,4828.0,"Unidade Local de Saúde de Lisboa Ocidental, EPE",2025-08,15174,10346,2025,8
4453.0,"[38.7500648498535, -9.0]",Lisbon and Tagus Valley,8468.0,"Unidade Local de Saúde de Santa Maria, EPE",2025-08,31765,23297,2025,8
2924.0,"[37.024668, -7.928949]",Algarve,3061.0,"Unidade Local de Saúde do Algarve, EPE",2025-08,10123,7062,2025,8
892.0,"[38.6527214050293, -9.0]",Lisbon and Tagus Valley,1400.0,"Unidade Local de Saúde do Arco Ribeirinho, EPE",2025-08,4238,2838,2025,8
1033.0,"[38.0146, -7.86863]",Alentejo,1183.0,"Unidade Local de Saúde do Baixo Alentejo, EPE",2025-08,3001,1818,2025,8
787.0,"[39.822737, -7.499876]",Central,1987.0,"Unidade Local de Saúde Castelo Branco, EPE",2024-09,6166,4179,2024,9
637.0,"[40.2776794433594, -7.0]",Central,1498.0,"Unidade Local de Saúde da Cova da Beira, EPE",2024-09,6048,4550,2024,9
1705.0,"[40.636332, -8.654388]",Central,3266.0,"Unidade Local de Saúde da Região de Aveiro, EPE",2024-09,9991,6725,2024,9
1828.0,"[38.67381, -9.17597]",Lisbon and Tagus Valley,3301.0,"Unidade Local de Saúde de Almada-Seixal, EPE",2024-09,15802,12501,2024,9
1239.0,"[38.821769, -9.176301]",Lisbon and Tagus Valley,2083.0,"Unidade Local de Saúde de Loures-Odivelas, EPE",2024-09,9485,7402,2024,9
1263.0,"[41.181859, -8.663374]",Northern,2666.0,"Unidade Local de Saúde de Matosinhos, EPE",2024-09,13127,10461,2024,9
4640.0,"[38.7500648498535, -9.0]",Lisbon and Tagus Valley,10139.0,"Unidade Local de Saúde de Santa Maria, EPE",2024-09,35920,25781,2024,9
1480.0,"[38.568838, -7.903064]",Alentejo,2684.0,"Unidade Local de Saúde do Alentejo Central, EPE",2024-09,12753,10069,2024,9
1324.0,"[38.977344, -8.984882]",Lisbon and Tagus Valley,1499.0,"Unidade Local de Saúde do Estuário do Tejo, EPE",2024-09,8581,7082,2024,9
971.0,"[39.605565, -8.404399]",Lisbon and Tagus Valley,2890.0,"Unidade Local de Saúde do Médio Tejo, EPE",2024-09,8574,5684,2024,9
2145.0,"[41.1971153671548, -8.0]",Northern,6055.0,"Unidade Local de Saúde do Tâmega e Sousa, EPE",2024-09,21359,15304,2024,9
1662.0,"[38.730076, -9.418207]",Lisbon and Tagus Valley,1592.0,"Hospital de Cascais, PPP",2025-09,13304,11712,2025,9
85.0,"[40.217, -8.40991]",Central,2037.0,"Instituto Português Oncologia  F. Gentil - Centro, E.P.E.",2025-09,4361,2324,2025,9
1493.0,"[38.529351, -8.881073]",Lisbon and Tagus Valley,1888.0,"Unidade Local de Saúde da Arrábida, EPE",2025-09,13666,11778,2025,9
2003.0,"[39.7418, -8.79444]",Central,2694.0,"Unidade Local de Saúde da Região de Leiria, EPE",2025-09,15627,12933,2025,9
2508.0,"[38.7084, -9.21711]",Lisbon and Tagus Valley,5491.0,"Unidade Local de Saúde de Lisboa Ocidental, EPE",2025-09,17169,11678,2025,9
1354.0,"[38.821769, -9.176301]",Lisbon and Tagus Valley,2107.0,"Unidade Local de Saúde de Loures-Odivelas, EPE",2025-09,10534,8427,2025,9
1099.0,"[38.977344, -8.984882]",Lisbon and Tagus Valley,1605.0,"Unidade Local de Saúde do Estuário do Tejo, EPE",2025-09,9014,7409,2025,9
1173.0,"[41.802452, -6.768198]",Northern,1533.0,"Unidade Local de Saúde do Nordeste, EPE",2025-09,6281,4748,2025,9
117.0,"[40.217, -8.40991]",Central,2110.0,"Instituto Português Oncologia  F. Gentil - Centro, E.P.E.",2024-10,4537,2427,2024,10
3257.0,"[41.562328338623, -8.3]",Northern,8201.0,"Unidade Local de Saúde de Braga, EPE",2024-10,33860,25659,2024,10
2159.0,"[40.6509, -7.91039]",Central,6072.0,"Unidade Local de Saúde de Dão-Lafões, EPE",2024-10,21406,15334,2024,10
4877.0,"[41.1833, -8.60193]",Northern,17252.0,"Unidade Local de Saúde de São João, EPE",2024-10,49033,31781,2024,10
1868.0,"[41.310331, -7.760103]",Northern,4081.0,"Unidade Local de Saúde de Trás-os-Montes e Alto Douro, EPE",2024-10,14391,10310,2024,10
2384.0,"[41.1971153671548, -8.0]",Northern,6736.0,"Unidade Local de Saúde do Tâmega e Sousa, EPE",2024-10,24054,17318,2024,10
2228.0,"[38.730076, -9.418207]",Lisbon and Tagus Valley,1937.0,"Hospital de Cascais, PPP",2024-11,12759,10822,2024,11
133.0,"[40.217, -8.40991]",Central,2344.0,"Instituto Português Oncologia  F. Gentil - Centro, E.P.E.",2024-11,5027,2683,2024,11
1261.0,"[39.232503, -8.715083]",Lisbon and Tagus Valley,1968.0,"Unidade Local de Saúde da Lezíria, EPE",2024-11,7122,5154,2024,11
2216.0,"[38.67381, -9.17597]",Lisbon and Tagus Valley,4145.0,"Unidade Local de Saúde de Almada-Seixal, EPE",2024-11,19677,15532,2024,11
183.0,"[41.533438, -8.616604]",Northern,817.0,"Unidade Local de Saúde de Barcelos/Esposende, EPE",2024-11,8010,7193,2024,11
2312.0,"[40.9295, -8.54567]",Northern,6417.0,"Unidade Local de Saúde de Entre Douro e Vouga, EPE",2024-11,25325,18908,2024,11
5696.0,"[38.7500648498535, -9.0]",Lisbon and Tagus Valley,12443.0,"Unidade Local de Saúde de Santa Maria, EPE",2024-11,44937,32494,2024,11
5382.0,"[41.1833, -8.60193]",Northern,18991.0,"Unidade Local de Saúde de São João, EPE",2024-11,54078,35087,2024,11
1547.0,"[38.977344, -8.984882]",Lisbon and Tagus Valley,1823.0,"Unidade Local de Saúde do Estuário do Tejo, EPE",2024-11,10371,8548,2024,11
1101.0,"[39.822737, -7.499876]",Central,2709.0,"Unidade Local de Saúde Castelo Branco, EPE",2024-12,8632,5923,2024,12
854.0,"[40.5309943471486, -7.0]",Central,1522.0,"Unidade Local de Saúde da Guarda, EPE",2024-12,3800,2278,2024,12
1169.0,"[41.383183, -8.758784]",Northern,2648.0,"Unidade Local de Saúde da Póvoa de Varzim/Vila do Conde, EPE",2024-12,7225,4577,2024,12
7134.0,"[40.217426, -8.410075]",Central,13478.0,"Unidade Local de Saúde de Coimbra, EPE",2024-12,44379,30901,2024,12
1683.0,"[41.181859, -8.663374]",Northern,3620.0,"Unidade Local de Saúde de Matosinhos, EPE",2024-12,17801,14181,2024,12
5895.0,"[41.1833, -8.60193]",Northern,20417.0,"Unidade Local de Saúde de São João, EPE",2024-12,58740,38323,2024,12
1975.0,"[38.568838, -7.903064]",Alentejo,3603.0,"Unidade Local de Saúde do Alentejo Central, EPE",2024-12,17677,14074,2024,12
559.0,"[39.2999, -7.4267]",Alentejo,1325.0,"Unidade Local de Saúde do Alto Alentejo, EPE",2024-12,5548,4223,2024,12
80.0,"[40.2804158, -7.4922407]",Central,237.0,"Centro Hospitalar Universitário Cova da Beira, EPE",2013-01,461,224,2013,1
643.0,"[40.2191523, -8.4098211]",Central,1582.0,"Centro Hospitalar e Universitário de Coimbra, EPE",2013-01,3262,1680,2013,1
203.0,"[39.4054629, -9.1258493]",Lisbon and Tagus Valley,314.0,"Centro Hospitalar do Oeste, EPE",2013-01,567,253,2013,1
142.0,"[39.2410946, -8.6937515]",Lisbon and Tagus Valley,262.0,"Hospital Distrital de Santarém, EPE",2013-01,520,258,2013,1
18.0,"[38.7396768, -9.1634516]",Lisbon and Tagus Valley,405.0,"Instituto Português Oncologia de Lisboa, EPE",2013-01,623,218,2013,1
189.0,"[41.3423984, -8.4802503]",Northern,442.0,"Centro Hospitalar do Médio Ave, EPE",2013-01,1227,785,2013,1
198.0,"[39.3003425, -7.4263845]",Alentejo,473.0,"Unidade Local de Saúde do Norte Alentejano, EPE",2013-02,851,378,2013,2
149.0,"[40.2804158, -7.4922407]",Central,402.0,"Centro Hospitalar Universitário Cova da Beira, EPE",2013-02,801,399,2013,2
397.0,"[39.7414812, -8.7982706]",Central,869.0,"Centro Hospitalar de Leiria, EPE",2013-02,1741,872,2013,2
1300.0,"[40.2191523, -8.4098211]",Central,3048.0,"Centro Hospitalar e Universitário de Coimbra, EPE",2013-02,6259,3211,2013,2
392.0,"[40.516364, -8.0827433]",Central,1058.0,"Centro Hospitalar Tondela-Viseu, EPE",2013-02,2801,1743,2013,2
219.0,"[39.8212263, -7.4981271]",Central,420.0,"Unidade Local de Saúde de Castelo Branco, EPE",2013-02,858,438,2013,2
883.0,"[38.7422257, -9.2264834]",Lisbon and Tagus Valley,1069.0,"Hospital Professor Doutor Fernando Fonseca, EPE",2013-02,2709,1640,2013,2
496.0,"[40.6362453, -8.6543716]",Central,996.0,"Centro Hospitalar do Baixo Vouga, EPE",2013-03,2430,1434,2013,3
1903.0,"[40.2191523, -8.4098211]",Central,4411.0,"Centro Hospitalar e Universitário de Coimbra, EPE",2013-03,8960,4549,2013,3
484.0,"[40.516364, -8.0827433]",Central,1707.0,"Centro Hospitalar Tondela-Viseu, EPE",2013-03,4395,2688,2013,3
186.0,"[40.117897, -8.8586755]",Central,672.0,"Hospital Distrital da Figueira da Foz, EPE",2013-03,1358,686,2013,3
473.0,"[38.821455, -9.176296]",Lisbon and Tagus Valley,836.0,"Hospital de Loures, PPP",2013-03,2089,1253,2013,3
295.0,"[38.977235, -8.984506]",Lisbon and Tagus Valley,669.0,"Hospital de Vila Franca de Xira, PPP",2013-03,1507,838,2013,3
509.0,"[41.4387173, -8.3086907]",Northern,1322.0,"Centro Hospitalar do Alto Ave, EPE",2013-03,3033,1711,2013,3
610.0,"[40.9293884, -8.5458794]",Northern,2192.0,"Centro Hospitalar Entre Douro e Vouga, EPE",2013-03,4233,2041,2013,3
303.0,"[41.3828711, -8.7589945]",Northern,708.0,"Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE",2013-03,1767,1059,2013,3
68.0,"[41.5324234, -8.6171561]",Northern,342.0,"Hospital Santa Maria Maior, EPE",2013-03,851,509,2013,3
717.0,"[40.6362453, -8.6543716]",Central,1488.0,"Centro Hospitalar do Baixo Vouga, EPE",2013-04,3335,1847,2013,4
565.0,"[39.478072, -8.5404429]",Lisbon and Tagus Valley,1112.0,"Centro Hospitalar Médio Tejo, EPE",2013-04,2319,1207,2013,4
419.0,"[38.977235, -8.984506]",Lisbon and Tagus Valley,872.0,"Hospital de Vila Franca de Xira, PPP",2013-04,2009,1137,2013,4
100.0,"[38.7396768, -9.1634516]",Lisbon and Tagus Valley,1579.0,"Instituto Português Oncologia de Lisboa, EPE",2013-04,2439,860,2013,4
1665.0,"[41.1831056, -8.6010558]",Northern,5845.0,"Centro Hospitalar Universitário de São João, EPE",2013-04,12893,7048,2013,4
81.0,"[41.5324234, -8.6171561]",Northern,463.0,"Hospital Santa Maria Maior, EPE",2013-04,1135,672,2013,4
391.0,"[40.2804158, -7.4922407]",Central,1011.0,"Centro Hospitalar Universitário Cova da Beira, EPE",2013-05,1909,898,2013,5
537.0,"[39.8212263, -7.4981271]",Central,1157.0,"Unidade Local de Saúde de Castelo Branco, EPE",2013-05,2365,1208,2013,5
3075.0,"[38.7166948, -9.1371248]",Lisbon and Tagus Valley,7338.0,"Centro Hospitalar Universitário Lisboa Central, EPE",2013-05,15950,8612,2013,5
970.0,"[39.4054629, -9.1258493]",Lisbon and Tagus Valley,1424.0,"Centro Hospitalar do Oeste, EPE",2013-05,2655,1231,2013,5
2200.0,"[38.7422257, -9.2264834]",Lisbon and Tagus Valley,3145.0,"Hospital Professor Doutor Fernando Fonseca, EPE",2013-05,7369,4224,2013,5
848.0,"[41.4387173, -8.3086907]",Northern,2247.0,"Centro Hospitalar do Alto Ave, EPE",2013-05,5130,2883,2013,5
785.0,"[41.3423984, -8.4802503]",Northern,2026.0,"Centro Hospitalar do Médio Ave, EPE",2013-05,5690,3664,2013,5
2303.0,"[41.1472498, -8.6172617]",Northern,5368.0,"Centro Hospitalar Universitário do Porto, EPE",2013-05,12573,7205,2013,5
965.0,"[41.56785, -8.398982]",Northern,3855.0,"Hospital de Braga, PPP",2013-05,9296,5441,2013,5
559.0,"[39.3003425, -7.4263845]",Alentejo,1394.0,"Unidade Local de Saúde do Norte Alentejano, EPE",2013-06,2532,1138,2013,6
1193.0,"[39.7414812, -8.7982706]",Central,2789.0,"Centro Hospitalar de Leiria, EPE",2013-06,5628,2839,2013,6
3982.0,"[40.2191523, -8.4098211]",Central,8622.0,"Centro Hospitalar e Universitário de Coimbra, EPE",2013-06,17830,9208,2013,6
594.0,"[40.5309916, -7.2734793]",Central,1551.0,"Unidade Local de Saúde da Guarda, EPE",2013-06,3850,2299,2013,6
1206.0,"[39.4054629, -9.1258493]",Lisbon and Tagus Valley,1643.0,"Centro Hospitalar do Oeste, EPE",2013-06,3052,1409,2013,6
144.0,"[38.7396768, -9.1634516]",Lisbon and Tagus Valley,2321.0,"Instituto Português Oncologia de Lisboa, EPE",2013-06,3571,1250,2013,6
1250.0,"[40.9293884, -8.5458794]",Northern,4556.0,"Centro Hospitalar Entre Douro e Vouga, EPE",2013-06,8939,4383,2013,6
1174.0,"[41.56785, -8.398982]",Northern,4407.0,"Hospital de Braga, PPP",2013-06,10961,6554,2013,6
105.0,"[41.5324234, -8.6171561]",Northern,658.0,"Hospital Santa Maria Maior, EPE",2013-06,1638,980,2013,6
203.0,"[41.1785642, -8.6062881]",Northern,2985.0,"Instituto Português Oncologia do Porto, EPE",2013-06,5636,2651,2013,6
832.0,"[41.1794456, -8.6745115]",Northern,2578.0,"Unidade Local de Saúde de Matosinhos, EPE",2013-06,5885,3307,2013,6
889.0,"[38.5684861, -7.9032848]",Alentejo,3160.0,"Hospital Espírito Santo de Évora, EPE",2013-07,8177,5017,2013,7
616.0,"[38.014123, -7.8721227]",Alentejo,1357.0,"Unidade Local de Saúde do Baixo Alentejo, EPE",2013-07,2511,1154,2013,7
2354.0,"[37.0238973, -7.9281554]",Algarve,3646.0,"Centro Hospitalar Universitário do Algarve,EPE",2013-07,7255,3609,2013,7
468.0,"[40.117897, -8.8586755]",Central,1442.0,"Hospital Distrital da Figueira da Foz, EPE",2013-07,3097,1655,2013,7
693.0,"[40.5309916, -7.2734793]",Central,1750.0,"Unidade Local de Saúde da Guarda, EPE",2013-07,4397,2647,2013,7
722.0,"[39.8212263, -7.4981271]",Central,1533.0,"Unidade Local de Saúde de Castelo Branco, EPE",2013-07,3163,1630,2013,7
618.0,"[38.6554005, -9.0592392]",Lisbon and Tagus Valley,1509.0,"Centro Hospitalar Barreiro/Montijo, EPE",2013-07,3292,1783,2013,7
3214.0,"[38.7500861, -9.1616116]",Lisbon and Tagus Valley,7419.0,"Centro Hospitalar Universitário de Lisboa Norte, EPE",2013-07,15437,8018,2013,7
791.0,"[38.977235, -8.984506]",Lisbon and Tagus Valley,1592.0,"Hospital de Vila Franca de Xira, PPP",2013-07,3687,2095,2013,7
2919.0,"[41.1831056, -8.6010558]",Northern,9869.0,"Centro Hospitalar Universitário de São João, EPE",2013-07,21913,12044,2013,7
1143.0,"[41.3423984, -8.4802503]",Northern,2843.0,"Centro Hospitalar do Médio Ave, EPE",2013-07,7792,4949,2013,7
1319.0,"[41.3031784, -7.7515252]",Northern,2644.0,"Centro Hospitalar Trás-os-Montes e Alto Douro, EPE",2013-07,6630,3986,2013,7
1610.0,"[41.1094138, -8.5972617]",Northern,5275.0,"Centro Hospitalar Vila Nova de Gaia/Espinho, EPE",2013-07,12371,7096,2013,7
1453.0,"[41.56785, -8.398982]",Northern,5081.0,"Hospital de Braga, PPP",2013-07,12736,7655,2013,7
547.0,"[38.0162314, -8.6956768]",Alentejo,912.0,"Unidade Local de Saúde do Litoral Alentejano, EPE",2013-08,2600,1688,2013,8
645.0,"[40.2804158, -7.4922407]",Central,1461.0,"Centro Hospitalar Universitário Cova da Beira, EPE",2013-08,2879,1418,2013,8
797.0,"[40.5309916, -7.2734793]",Central,1942.0,"Unidade Local de Saúde da Guarda, EPE",2013-08,4861,2919,2013,8
1076.0,"[38.5283754, -8.8818638]",Lisbon and Tagus Valley,2258.0,"Centro Hospitalar de Setúbal, EPE",2013-08,4847,2589,2013,8
1281.0,"[41.3423984, -8.4802503]",Northern,2961.0,"Centro Hospitalar do Médio Ave, EPE",2013-08,8067,5106,2013,8
1224.0,"[38.5684861, -7.9032848]",Alentejo,3973.0,"Hospital Espírito Santo de Évora, EPE",2013-09,10368,6395,2013,9
813.0,"[38.014123, -7.8721227]",Alentejo,1682.0,"Unidade Local de Saúde do Baixo Alentejo, EPE",2013-09,3091,1409,2013,9
600.0,"[40.117897, -8.8586755]",Central,1718.0,"Hospital Distrital da Figueira da Foz, EPE",2013-09,3729,2011,2013,9
1201.0,"[38.5283754, -8.8818638]",Lisbon and Tagus Valley,2518.0,"Centro Hospitalar de Setúbal, EPE",2013-09,5365,2847,2013,9
1716.0,"[39.4054629, -9.1258493]",Lisbon and Tagus Valley,2348.0,"Centro Hospitalar do Oeste, EPE",2013-09,4335,1987,2013,9
4135.0,"[38.7500861, -9.1616116]",Lisbon and Tagus Valley,9187.0,"Centro Hospitalar Universitário de Lisboa Norte, EPE",2013-09,18935,9748,2013,9
3736.0,"[41.1831056, -8.6010558]",Northern,12199.0,"Centro Hospitalar Universitário de São João, EPE",2013-09,26621,14422,2013,9
951.0,"[41.3828711, -8.7589945]",Northern,2230.0,"Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE",2013-09,4712,2482,2013,9
356.0,"[41.1785642, -8.6062881]",Northern,4278.0,"Instituto Português Oncologia do Porto, EPE",2013-09,7973,3695,2013,9
1026.0,"[39.8212263, -7.4981271]",Central,2020.0,"Unidade Local de Saúde de Castelo Branco, EPE",2013-10,4312,2292,2013,10
